character,jap text,Eng,Esp
narrator,　☆☆　部下　,　☆☆　Subordinates,　☆☆　Subordinados.
narrator,　☆☆ 　新たに奉仕青年団に入団した。,　☆☆ 　Newly joined the service youth group.,　☆☆ 　Recién incorporado a una organización juvenil de servicios.
 (talking),そうだな、名前をつけてやろう。 えーと、そうだな。,"Yeah, let's name it. Let's see.","Bien, te daré un nombre. Veamos."
__system__??,{RETURN = 1:,,
 (talking),まー、このままでいいや。,"Well, let's keep it that way.","Bueno, dejémoslo así."
__system__??,},,
__system__??,{RETURN = 2:,,
 (talking),決めた。 お前の名前は、,I've decided. Your name is.,Decidido. Tu nombre es.
 (talking),だ。,It is.,Lo es.
__system__??,},,
__system__??,{☆Ｐ名前 \ 0:,,
__system__??,},,
__system__??,{☆Ｐ登録名前 = 1:,,
__system__??,},,
__system__??,{☆Ｐ登録名前 = 12:,,
__system__??,},,
__system__??,{Sキャラ = 13:,,
__system__??,},,
__system__??,{(Sキャラ = 82) * (SEPL[82] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 40) * (SEPL[40] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 70) * (SEPL[70] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 8) * (SEPL[8] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 13) * (SEPL[13] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 11) * (SEPL[11] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 62) * (SEPL[62] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 54) * (SEPL[54] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 78) * (SEPL[78] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 77) * (SEPL[77] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 80) * (SEPL[80] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 79) * (SEPL[79] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 9) * (SEPL[9] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 5) * (SEPL[5] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 17) * (SEPL[17] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 18) * (SEPL[18] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 19) * (SEPL[19] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 20) * (SEPL[20] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 44) * (SEPL[44] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 45) * (SEPL[45] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 49) * (SEPL[49] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 47) * (SEPL[47] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 2) * (SEPL[2] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 3) * (SEPL[3] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 4) * (SEPL[4] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 38) * (SEPL[38] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 71) * (SEPL[71] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 72) * (SEPL[72] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 73) * (SEPL[73] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 31) * (SEPL[31] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 53) * (SEPL[53] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 33) * (SEPL[33] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 74) * (SEPL[74] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 6) * (SEPL[6] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 16) * (SEPL[16] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 59) * (SEPL[59] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 60) * (SEPL[60] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 61) * (SEPL[61] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 50) * (SEPL[50] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 14) * (SEPL[14] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 15) * (SEPL[15] = 1):,,
__system__??,},,
__system__??,{(Sキャラ = 32) * (SEPL[32] = 1):,,
__system__??,},,
__system__??,{☆Ｋ娼婦 = 1:,,
narrator,　☆☆　娼婦　,　☆☆　Whore,　☆☆　Puta.
narrator,　☆☆ 　　（　エピローグ確認ボーナス　） 　新たに売春宿に入れた。,　☆☆ 　　（　Epilogue confirmation bonus　） 　Newly entered the brothel.,　☆☆ 　　（　Bono de confirmación del epílogo　） 　Burdel recién entrado.
__system__??,},,
narrator,　☆☆　娼婦　,　☆☆　Whore,　☆☆　Puta.
narrator,　☆☆ 　新たに売春宿に入れた。,　☆☆ 　Newly put in a brothel.,　☆☆ 　Recién entrado en el burdel.
narrator,　☆☆　部下　,　☆☆　Subordinates,　☆☆　Subordinados.
narrator,　☆☆ 　奉仕青年団からいなくなった。,　☆☆ 　Gone from the Service Youth Group.,　☆☆ 　Dejé la Liga de Jóvenes Voluntarios.
narrator,　☆☆　　,　☆☆　　,　☆☆　　
narrator,　☆☆ 　　　　　死亡,　☆☆ 　　　　　Death,　☆☆ 　　　　　Muerte.
narrator,　☆☆　　,　☆☆　　,　☆☆　　
narrator,　☆☆ 　　重傷をおった。,　☆☆ 　　I was seriously wounded.,　☆☆ 　　Herido de gravedad.
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆ 　特殊な道具を手に入れた。,　☆☆ 　　I got a special tool.,　☆☆ 　　Herramientas especiales en mano.
narrator,　　☆☆　,　　☆☆　,　　☆☆　
narrator,０万取得　☆☆ 　予算が,0 million acquisition　☆☆ 　Budget.,0 millones adquiridos　☆☆ 　Presupuesto.
narrator,０万円になった。,0 million yen.,0 millones.
narrator,　　☆☆　,　　☆☆　,　　☆☆　
narrator,０万失った　☆☆ 　予算が,Lost 0 million ☆☆☆ Budget.,0 millones de euros perdidos ☆☆☆ Presupuesto.
narrator,０万円になった。,0 million yen.,0 millones.
narrator,　　☆☆　,　　☆☆　,　　☆☆　
narrator,０万を支払った　☆☆ 　予算が,0 million paid　☆☆ 　Budget.,0 millones pagados　☆☆ 　Presupuesto.
narrator,０万円になった。,0 million yen.,0 millones.
__system__??,{L1 < 1000:,,
__system__??,},,
narrator,億,hundred million,cien millones
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆ 　経験値アップ（,　☆☆ 　Experience increase (,　☆☆ 　Mayor experiencia (
narrator,）→,）→,）→
narrator,（,（,（
narrator,）,）,）
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆ 　スキル（,　☆☆ 　Skills (,　☆☆ 　Habilidades (
narrator,）を取得,(Retrieved from,(Extraído de
__system__??,{L1 = 1:,,
narrator,命中ＵＰ,Hit UP,Golpear ARRIBA
__system__??,},,
__system__??,{L1 = 2:,,
narrator,★命中ＵＰ,★Hit UP,★Golpear ARRIBA
__system__??,},,
__system__??,{L1 = 3:,,
narrator,回避ＵＰ,Evasion UP,Evasión ARRIBA
__system__??,},,
__system__??,{L1 = 4:,,
narrator,★回避ＵＰ,★Evasion UP,★ Evasión ARRIBA
__system__??,},,
__system__??,{L1 = 5:,,
narrator,中打撃,Medium blow,golpe medio
__system__??,},,
__system__??,{L1 = 6:,,
narrator,★大打撃,★Heavy blow,★Gran golpe.
__system__??,},,
__system__??,{L1 = 7:,,
narrator,手加減,Mercy,Misericordia.
__system__??,},,
__system__??,{L1 = 8:,,
narrator,？？？,？？？,？？？
__system__??,},,
__system__??,{L1 = 9:,,
narrator,白き煙幕,White smokescreen,Cortina de humo
__system__??,},,
__system__??,{L1 = 10:,,
narrator,？？？,？？？,？？？
__system__??,},,
__system__??,{L1 = 11:,,
narrator,男殺し,Men-killer,Asesino de hombres
__system__??,},,
__system__??,{L1 = 12:,,
narrator,★男殺し,★Men-killer,★Asesino de hombres
__system__??,},,
__system__??,{L1 = 13:,,
narrator,女殺し,Lady-killer,Asesino de damas
__system__??,},,
__system__??,{L1 = 14:,,
narrator,★女殺し,★Lady-killer,★Asesino de damas
__system__??,},,
__system__??,{L1 = 15:,,
narrator,動物殺し,Animal-killer,Mata animales
__system__??,},,
__system__??,{L1 = 16:,,
narrator,★動物殺し,★Animal-killer,★Mata animales
__system__??,},,
__system__??,{L1 = 17:,,
narrator,外人殺し,Foreigner-killer,Asesino de extranjeros
__system__??,},,
__system__??,{L1 = 18:,,
narrator,★外人殺し,★Foreigner-killer,★Asesino de extranjeros
__system__??,},,
__system__??,{L1 = 19:,,
narrator,組員殺し,Gangster-killer,Asesino de gángsters.
__system__??,},,
__system__??,{L1 = 20:,,
narrator,★組員殺し,★Gangster-killer,★Asesino de gángsters.
__system__??,},,
__system__??,{L1 = 21:,,
narrator,支援回復,Support recovery,Recuperación de apoyo.
__system__??,},,
__system__??,{L1 = 22:,,
narrator,★支援回復,★Support Recovery,★Recuperación de apoyo.
__system__??,},,
__system__??,{L1 = 23:,,
narrator,支援命中,Support hit,Golpe de apoyo
__system__??,},,
__system__??,{L1 = 24:,,
narrator,★支援命中,★Support hit,★Golpe de apoyo.
__system__??,},,
__system__??,{L1 = 25:,,
narrator,支援回避,Support evasion,Apoyo de evasion
__system__??,},,
__system__??,{L1 = 26:,,
narrator,★支援回避,★Support evasion,★Apoyo de evasion
__system__??,},,
__system__??,{L1 = 31:,,
narrator,大悪司,Daiakuji,Daiakuji.
__system__??,},,
__system__??,{L1 = 32:,,
narrator,？？？,？？？,？？？
__system__??,},,
__system__??,{L1 = 33:,,
narrator,気力奪い,Steal stamina,robo de stamina
__system__??,},,
__system__??,{L1 = 34:,,
narrator,★気力破壊,★Destroy stamina,★Destrucción de stamina
__system__??,},,
__system__??,{L1 = 35:,,
narrator,命中７０,Hit 70,Punteria 70
__system__??,},,
__system__??,{L1 = 36:,,
narrator,★命中９０,★Hit 90,★Punteria 90
__system__??,},,
__system__??,{L1 = 37:,,
narrator,回避７０,Evasion 70,Evasión 70.
__system__??,},,
__system__??,{L1 = 38:,,
narrator,★回避９０,★Avoidance 90,★Evitación 90.
__system__??,},,
__system__??,{L1 = 39:,,
narrator,上級攻撃,Advanced Attack,ataque avanzado
__system__??,},,
__system__??,{L1 = 40:,,
narrator,★上級攻撃,★Advanced Attack,★Ataque avanzado.
__system__??,},,
__system__??,{L1 = 41:,,
narrator,特上攻撃,The finest attack,El ataque mas fino
__system__??,},,
__system__??,{L1 = 42:,,
narrator,★特上攻撃,★The finest attack,★El ataque mas fino
__system__??,},,
__system__??,{L1 = 43:,,
narrator,半減攻撃,half attack,medio ataque
__system__??,},,
__system__??,{L1 = 44:,,
narrator,？？？,？？？,？？？
__system__??,},,
__system__??,{L1 = 45:,,
narrator,先制攻撃,preemptive attack (strike),ataque preventivo (huelga)
__system__??,},,
__system__??,{L1 = 46:,,
narrator,？？？,？？？,？？？
__system__??,},,
__system__??,{L1 = 47:,,
narrator,博打,Gambling,Apuesta
__system__??,},,
__system__??,{L1 = 48:,,
narrator,★大博打,★Big gambling,★Gran apuesta.
__system__??,},,
__system__??,{L1 = 51:,,
narrator,精神集中,concentration of mind,concentración (de la mente)
__system__??,},,
__system__??,{L1 = 52:,,
narrator,？？？,？？？,？？？
__system__??,},,
__system__??,{L1 = 53:,,
narrator,ボーナス,Bonus,Bono
__system__??,},,
__system__??,{L1 = 54:,,
narrator,★ボーナス,★Bonus,★Bono
__system__??,},,
__system__??,{L1 = 55:,,
narrator,幸福の雨,Rain of Happiness,Lluvia de felicidad
__system__??,},,
__system__??,{L1 = 56:,,
narrator,★幸福の雨,★Rain of Happiness,★Lluvia de felicidad
__system__??,},,
__system__??,{L1 = 61:,,
narrator,土竜,Mole,Topo
__system__??,},,
__system__??,{L1 = 63:,,
narrator,一発,Ippatsu,Ippatsu.
__system__??,},,
__system__??,{L1 = 65:,,
narrator,死ぬがよい,Just die,Solo muere
__system__??,},,
__system__??,{L1 = 67:,,
narrator,不器用ですから,Because I'm clumsy,Porque soy torpe
__system__??,},,
__system__??,{L1 = 69:,,
narrator,天神祭,Tenjin Festival,Festival Tenjin (Santuario de Asakusa)
__system__??,},,
__system__??,{L1 = 71:,,
narrator,癒しの願い,Healing Wishes,Deseos de curación
__system__??,},,
__system__??,{L1 = 73:,,
narrator,疾風の剣,Sword breeze,Brisa de espada
__system__??,},,
__system__??,{L1 = 75:,,
narrator,ハイクラッシュ,High Crash,Choque alto
__system__??,},,
__system__??,{L1 = 77:,,
narrator,ハンティング,Hunting,Cacería
__system__??,},,
__system__??,{L1 = 79:,,
narrator,死樹氷,Rime death,Escarcha de la muerte
__system__??,},,
__system__??,{L1 = 81:,,
narrator,業炎火,Fiery karma,karma ardiente
__system__??,},,
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆,　☆☆,　☆☆
__system__??,{■ = 1:,,
narrator,　山本一族,Yamamoto clan,Clan Yamamoto
__system__??,},,
__system__??,{■ = 2:,,
narrator,　組員,crime syndicate member,miembro de la banda
__system__??,},,
__system__??,{■ = 3:,,
narrator,　男性,male,hombre
__system__??,},,
__system__??,{■ = 4:,,
narrator,　女性,female,mujer
__system__??,},,
__system__??,{■ = 5:,,
narrator,　信者,believer,creyente
__system__??,},,
__system__??,{■ = 6:,,
narrator,　動物,animal,animal
__system__??,},,
__system__??,{■ = 7:,,
narrator,　外人,gaijin,gaijin
__system__??,},,
__system__??,{■ = 8:,,
narrator,　人外,uninhabited area,zona deshabitada
__system__??,},,
__system__??,{■ = 9:,,
narrator,　？？,　？？,　？？
__system__??,},,
narrator,に対して属性がついた。,Attributes were added to the,Atribuido contra.
__system__??,{■ = 999:,,
narrator,　☆☆　ＧＡＬバーガー　☆☆ 　　人気ダウン（,　☆☆　GAL Burger　☆☆ 　　Popularity Down（,　☆☆　GAL Burger　☆☆ 　　Popularidad a la baja (
narrator,）→,）→,）→
narrator,（,（,（
narrator,）,）,）
__system__??,},,
__system__??,{☆ギャルバーガー人気 > 39:,,
narrator,　☆☆　ＧＡＬバーガー　☆☆ 　チェーン店の人気は、最高状態になった。,　☆☆　GAL Burger　☆☆　The chain's popularity has reached an all-time high.,　☆☆　GAL Burger　☆☆　La popularidad de la cadena ha alcanzado un máximo histórico.
__system__??,},,
narrator,　☆☆　ＧＡＬバーガー　　☆☆ 　　人気アップ（,　☆☆　GAL Burger　　☆☆ 　　Popularity up (,　☆☆　GAL Burger　　☆☆ 　　Aumento de la popularidad (
narrator,）→,）→,）→
narrator,（,（,（
narrator,）,）,）
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆ 　運アップ（,　☆☆ 　Up your luck (,　☆☆ 　Aumenta tu suerte (
narrator,）→,）→,）→
__system__??,{B最大運 > 9:,,
__system__??,},,
narrator,（,（,（
narrator,）,）,）
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆ 　気力が完全に回復した。,　☆☆ 　I have fully recovered my energy.,　☆☆ 　He recuperado completamente mi energía.
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆ 　忠誠心アップ（,　☆☆ 　Loyalty up (,　☆☆ 　Lealtad arriba (
narrator,）→,）→,）→
__system__??,{B忠誠心 > 99:,,
__system__??,},,
narrator,（,（,（
narrator,）,）,）
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆ 　忠誠心が減らなくなった。,　☆☆ 　Loyalty is no longer reduced.,　☆☆ 　La lealtad ya no se reduce.
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆ 　物欲で動くようになった。,　☆☆ 　I began to move with greed.,　☆☆ 　Ahora estoy motivado por la codicia.
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆ 　収益力アップ（,　☆☆ 　Increased profitability (,　☆☆ 　Aumento de la rentabilidad (
narrator,０万）→,(0 million) →.,(0 millones) →.
narrator,（,（,（
narrator,０万）,(0 million),(0 millones)
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆ 　治安力アップ（,　☆☆ 　Increased public safety(,　☆☆ 　Aumento de la seguridad pública (
narrator,）→,）→,）→
narrator,（,（,（
narrator,）,）,）
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆ 　体力アップ（,　☆☆ 　Increased physical strength (,　☆☆ 　Aptitud física (
narrator,）→,）→,）→
narrator,（,（,（
narrator,）,）,）
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆ 　給与ダウン（,　☆☆ 　Salary down (,　☆☆ 　Salario a la baja (
__system__??,{B給与 = 0:,,
narrator,ただ働き,working for free,trabajar gratis
__system__??,} else {,,
narrator,０万,0 million,0 millones de euros
__system__??,},,
narrator,）→（,）→（,）→（
__system__??,{B給与 = 0:,,
narrator,ただ働き,working for free,trabajar gratis
__system__??,} else {,,
narrator,０万,0 million,0 millones de euros
__system__??,},,
narrator,）,）,）
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆　給与アップ（,　☆☆　Salary increase （,　☆☆　Incremento salarial（
__system__??,{B給与 = 0:,,
narrator,ただ働き,Freelance,Trabajador
__system__??,} else {,,
narrator,０万,00000,00000
__system__??,},,
narrator,）→（,）→（,）→（
__system__??,{B給与 = 0:,,
narrator,ただ働き,Freelance,Trabajador
__system__??,} else {,,
narrator,０万,00000,00000
__system__??,},,
narrator,）,）,）
__system__??,{B治安 = 0:,,
narrator,無能,inefficiency,ineficacia
__system__??,},,
__system__??,{B治安 = 1:,,
narrator,普通,usually,normalmente
__system__??,},,
__system__??,{B治安 = 2:,,
narrator,優秀,excellence,excelencia
__system__??,},,
__system__??,{B治安 >= 3:,,
narrator,完璧,perfect,perfecto
__system__??,},,
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆ 　　地域の基本収益が上がりました。 　（,　☆☆ 　　The basic revenue of the region has increased. 　(,　☆☆ 　　Los ingresos regionales básicos han aumentado. 　(
narrator,０万）→（,0 million) → (,"0,0 millones) → ("
narrator,０万）,(0 million),(0 millones)
narrator,　☆☆　,　☆☆　,　☆☆　
narrator,　☆☆ 　　地域の基本収益が下がりました。 　（,　☆☆ 　　The region's base earnings have fallen. 　(,　☆☆ 　　Los ingresos básicos de la región han caído. 　(
narrator,０万）→（,0 million) → (,"0,0 millones) → ("
narrator,０万）,(0 million),(0 millones)
__system__??,{☆立候補 = 1:,,
narrator,　☆☆　夕子の支持率　☆☆,Approval rating of Yuuko ☆☆☆☆☆,Apoyo a Yuuko ☆☆☆☆☆
__system__??,},,
__system__??,{☆立候補 = 2:,,
narrator,　☆☆　殺ちゃんの支持率　☆☆,Approval rating of Satsu-chan,☆☆☆ Satsu's approval rate ☆☆☆☆
__system__??,},,
narrator,　　,　　,　　
narrator,％　→→,％　→→,％　→→
narrator,％,％,％
