character,jap text,Eng,Esp
Tamanegi (talking),"あなたのような人こそ、 今後の人生のために 性の技法を身につけておくべきです。
躰を悦ばせるプロは 人の心を悦ばせるプロたりうるのです。
これで人生が終わるだの、 自分が汚れてしまうなどと… そんな風に考えないように。
女性の思う汚れなどと、 男にとっては些細なものなのです。 現に昔、わたくしの…","It is people like you who should learn sexual techniques for the rest of your life.
A professional who pleases the body can also be a professional who pleases the soul.
Don't think that this is the end of your life or that you will be soiled.
What a woman thinks of as dirt is a trivial thing to a man. In fact, in the past, I…","Son las personas como tú las que deberían aprender técnicas sexuales para el resto de su vida.
Un profesional que complace al cuerpo también puede ser un profesional que complace al alma.
No pienses que es el fin de tu vida o que te vas a ensuciar.
Lo que una mujer considera una suciedad es algo trivial para un hombre. De hecho, en el pasado, yo…"
Yuuki Noemi (talking),……ほへ？,…… Hohe?,…… ¿Hohe?
Tamanegi (talking),"おっと…饒舌になりすぎましたね。 これは語る必要のないこと。
さあ、服をお脱ぎなさい。 今日の調教を始めます。","Oops… you've become too talkative. This is something you don't need to talk about.
Now, take off your clothes. I'm starting today's training.","Ups… te has vuelto demasiado hablador. Esto es algo de lo que no necesitas hablar.
Ahora, quítate tu ropa. Estoy comenzando el entrenamiento de hoy."
Yuuki Noemi (talking),ううぅ~……あうぅ~……,Uhhhh~…… ahhh~……,Uhhhh~…… ahhh~……
Tamanegi (talking),脱ぎなさい。,Take off your clothes.,Quítate la ropa.
Yuuki Noemi (talking),…………………,…………………,…………………
Tamanegi (talking),早く。,Quickly.,Rápido.
Yuuki Noemi (talking),うぅ…,Ugh…,Ugh…
Tamanegi (talking),さあ。,Come on.,Vamos.
Yuuki Noemi (talking),………………はいぃ…,……………… yes…,……………… si-i…
cg narrator,"「そうそう、お上手です。 　そのまま、首を震わせるように… 　…そう、その調子」
タマネギは野枝実を見下ろしながら、 優しく語りかける。
野枝実は、タマネギが用意してきた マネキンを相手に口技の練習を続けていた。
マネキンの股間には、男性器をリアルに模した 人工物が屹立している。体温がないという以外は、 本物に限りなく近いその質感──
「う、うぅ… 　……く、むぅ……ううっ……」
行為を続けさせられるうちに、 野枝実はいつからか涙をこぼし始めていた。
虚しかった。哀しかった。 そして、惨めだった。 訳もなく、そうした負の感情にとらえられて。
「何を泣いているのです？」
野枝実を見下ろしていたタマネギが膝を折る。 そして、涙ながらに口をつかう 野枝実の目を覗き込む。
「あなたの躰が感じていること…… 　そう、あなたの心は解っていますよ。 　虚しいのでしょう。……可哀相に」
タマネギは言いながら、野枝実の頭に掌を乗せる。 そして、優しく撫でてやる。
「しかし、この虚しさをよく憶えておきなさい。 　…あなたが今後、相手にするのは人間です。 　生身の男なのです」
「あなたが頑張れば頑張っただけ、 　気持ちを返してくれる生きた人間です。 　虚しさなど起きようはずもない……」
タマネギは野枝実の顎に手を添え、 行為をやめるよう促した。
「んむ……ぷぁ……っ」
彼女の口が、人造の男性器をゆっくりと吐き出す。 口中に溜まっていた唾液がこぼれ、 糸を引いて流れ落ちていく。
「口だけでそれだけ出来れば充分です。 　あなたはもう、その唇と舌だけで 　充分に男性を悦ばせられるでしょう」
タマネギは野枝実の口元を 丁寧に拭き清めてやりながら、 優しく頭をなで続けた。
「そんなこと、言われてもぉ… 　あっ、あたし…嬉しくなんてぇ……」
言いかけた野枝実の口に、 タマネギは己の指を一本、そっと差し入れる。
「むく……っう……？」
「わたくしが憎いのであれば、 　この指を噛み切ってごらんなさい」
──突然、タマネギが言う。 野枝実の目が驚きでわずかに見開かれる。
「あなたは少し、 　口技の意味を考える必要がありますね」
「ふぁ…ひ、ひみへ……」
「考えてもごらんなさい、あなたは指よりも 　ずっと弱く、ずっと敏感な器官を 　その口中に含むことになります」
「それが、男にとって 　どれほど危険な行為であるのか…… 　想像すれば、解るはずです」
「ふぇ………はへ……」
「あなたを信じて……あなたに全てを預けて、 　その上で男たちはあなたにこの行為を 　望むことになるのです」
「あなたが、男の全てを制するのですよ。 　あなたの口の中で、 　男たちは思うままに操られるのです」
「あなたが与えてくれる、 　心地よい口中のぬめりと……悦楽のために。 　あなたのいいなりになるのです」
タマネギは、野枝実の口から指を抜き取る。 彼女は黙って、タマネギの言葉に耳を傾けていた。
「男を…愚かで可愛い生き物だとは思いませんか？ 　そのような者を怖がり、行為を怖れる事はない。 　……楽しんで弄んでおあげなさい」
「わたくしの見る限り、あなたはもう 　それだけの技量は備えています。 　実際の仕事で……試してみるといい」
「自信をお持ちなさい。 　大丈夫……わたくしが保証しましょう」
慈しむように、タマネギは野枝実の小さな頭を そっと抱きしめてやる。
野枝実の涙は、いつの間にか止まっていた。
「さ、もう少しだけ続けましょう。 　今度はもう少しだけ舌を激しくお使いなさい。 　先日教えましたね？　さ……」
「あぅ……は、はいぃ……」
野枝実は再度、 マネキンの股間に顔を近付けていく。
──舌が、絡む。 唇が吸い付く。 顔が激しく動き始める。
だがそれは、あくまで優しく──
「……見ているこちらの方が、 　気持ちよくなってきますね……」
タマネギは、その口技に思わず見とれた後で ぽつりと呟いた。
「充分です。 　あなたはこれで、 　誇り高く美しい娼婦の仲間入りですよ…」","「Oh yeah, he's good at it. Just like it was shaking my head… 　…Yes, that's how it goes」
Tamanegi spoke gently, looking down at Noemi.
Noemi continued to practice oral techniques against the mannequins that Tamanegi had prepared.
The mannequin's crotch is a piece of artefact that realistically imitates the male genitals. Other than not having no body temperature, its texture is as close to the real thing as it is──
「U、uuh… 　……ku、muuh……uu~……」
As she was forced to continue the act, Noemi had begun to cry.
It was empty. It was sad. And it was miserable. For no reason, I was captured by those negative emotions.
「What are you crying?」
Tamanegi collapsed his knee as he looked down at Noemi. Then she peers into Noemi's eyes as she uses her mouth in tears.
「What your body feels…… 　Yes, you know your heart. It must be empty. ……Poor」
Tamanegi said, placing her palm on Noemi's head. And I'll gently stroke you.
「But remember this emptiness very well. 　…The thing you'll deal with in the future is human. He's a real man」
「If you work hard, you'll be a living person who will return your feelings to you the best you can. There's no way there's anything emptiness can happen……」
Tamanegi put her hand on Noemi's chin and urged her to stop the act.
「Nmu……puah……~」
Her mouth slowly vents her artificial genitals. The saliva that had been accumulated in your mouth spills out, pulling the strings and flowing down.
「It's enough if you can do that with just your mouth. You will be able to please a man with just your lips and tongue」
Tamanegi carefully wiped and cleaned Noemi's mouth, and continued to stroke her head gently.
「Even if you say that… Ah, I'm so happy…」
Tamanegi gently puts a finger into Noemi's mouth as he began to say it.
「Muku……~u……？」
「If you hate me, bite this finger off」
──Suddenly, Tamanegi says. Noemi's eyes widened slightly in surprise.
「You need to think a little about the meaning of oral techniques.」
「Fuah…hi、himihe……」
「Think about it, you will have a much weaker and much more sensitive organ in your mouth, than your fingers.」
「If you imagine it, you'll understand how dangerous it is for a man.」
「Fueh………hahe……」
「Trust me in you…… I will leave everything to you, and then the men will want you to do this.」
「You control everything about a man. In your mouth, men are able to be misaoed as they please.」
「You will give you a pleasant slimming in your mouth…… for pleasure. I'll do what you do」
Tamanegi pulls his finger out of Noemi's mouth. She kept silent and listened to Tamanegi's words.
「Don't you think of a man… a stupid and cute creature? They are scared of such people and will not fear their actions. 　……Enjoy and play with me and give me」
「From what I can see, you already have that much skill. It's good to try it out for real work……」
「Be confident. It's okay…… I'll guarantee it」
Mercifully, Tamanegi gently hugs Noemi's little head.
Noemi's tears had stopped before she knew it.
「Well, let's continue a little longer. Now use your tongue a little more vigorously. Did you tell me the other day? difference……」
「Auh……ha、haiih……」
Noemi once again moved her face closer to the mannequin's crotch.
──My tongue entangles. My lips suck. My face begins to move violently.
But that is just kind──
「……This one looks more comfortable……」
Tamanegi muttered a bit after being able to catch the oral technique.
「Enough. You are now joining the ranks of proud and beautiful prostitutes…」","「Oh sí, él es bueno en eso. Al igual que estaba sacudiendo mi cabeza… 　…sí, así es como va」
Tamanegi habló suavemente, mirando a Noemi.
Noemi continuó practicando técnicas orales contra los maniquíes que Tamanegi había preparado.
La entrepierna del maniquí es una pieza de artefacto que imita de manera realista a los genitales masculinos. Aparte de no no tener temperatura corporal, su textura es tan cercana a lo real como lo es──
「U、uuh… 　……ku、muuh……uu~……」
Mientras se vio obligada a continuar el acto, Noemi había comenzado a llorar.
Estaba vacío. Fue triste. Y fue miserable. Sin ninguna razón, fui capturado por esas emociones negativas.
「¿Qué estás llorando?」
Tamanegi colapsó la rodilla mientras miraba a Noemi. Luego mira los ojos de Noemi mientras usa su boca en lágrimas.
「Lo que siente tu cuerpo…… 　sí, sabes tu corazón. Debe estar vacío. ……Pobre」
Dijo Tamanegi, colocando su palma en la cabeza de Noemi. Y te acariciaré suavemente.
「Pero recuerda muy bien este vacío. 　…Lo que lidiará en el futuro es humano. Es un hombre de verdad」
「Si trabaja duro, será una persona viva que le devolverá sus sentimientos lo mejor que pueda. No hay forma de que haya algo que el vacío pueda pasar……」
Tamanegi puso su mano en la barbilla de Noemi y la instó a detener el acto.
「Nmu……puah……~」
Su boca recupera lentamente sus genitales artificiales. La saliva que se había acumulado en la boca se derrama, tirando de las cuerdas y fluyendo hacia abajo.
「Es suficiente si puedes hacer eso solo con la boca. Podrás complacer a un hombre con solo tus labios y lengua」
Tamanegi limpió y limpió cuidadosamente la boca de Noemi, y continuó acariciando la cabeza suavemente.
「Incluso si dices eso … ah, estoy tan feliz …」
Tamanegi pone suavemente un dedo en la boca de Noemi cuando comenzó a decirlo.
「Muku……~u……？」
「Si me odias, morde este dedo」
──Suddenly, dice Tamanegi. Los ojos de Noemi se abrieron ligeramente sorprendidos.
「Debe pensar un poco sobre el significado de las técnicas orales.」
「Fuah…hi、himihe……」
「Piénselo, tendrá un órgano mucho más débil y mucho más sensible en su boca que sus dedos.」
「Si lo imaginas, entenderás lo peligroso que es para un hombre.」
「Fueh………hahe……」
「Confía en mí en ti…… Te dejaré todo, y luego los hombres querrán que hagas esto.」
「Controlas todo sobre un hombre. En tu boca, los hombres pueden ser misau como quieran.」
「Te darás un agradable adelgazamiento en tu boca…… por placer. Haré lo que haces」
Tamanegi saca su dedo de la boca de Noemi. Se quedó en silencio y escuchó las palabras de Tamanegi.
「¿No piensas en un hombre… una criatura estúpida y linda? Tienen miedo de esas personas y no temerán sus acciones. 　……disfruta y juega conmigo y dame」
「Por lo que puedo ver, ya tienes tanta habilidad. Es bueno probarlo para un trabajo real……」
「Tener confianza. Está bien…… lo garantizaré」
Afortunadamente, Tamanegi abraza suavemente la pequeña cabeza de Noemi.
Las lágrimas de Noemi se habían detenido antes de que ella lo supiera.
「Bueno, continuemos un poco más. Ahora usa tu lengua un poco más vigorosamente. ¿Me dijiste el otro día? diferencia……」
「Auh……ha、haiih……」
Noemi una vez más se acercó la cara a la entrepierna del maniquí.
──My la lengua enredos. Mis labios apestan. Mi cara comienza a moverse violentamente.
Pero eso es solo amable──
「……este se ve más cómodo……」
Tamanegi murmuró un poco después de poder atrapar la técnica oral.
「Eso es suficiente. Ahora te estás uniendo a las filas de las orgullosas y hermosas prostitutas…」"
__system__??,{CG_MODE = 1:,,
__system__??,},,
Chinpira (talking),野枝実ちゃ~ん、今いける？,"Noemi-chan, can you go now?","Noemi-chan, ¿puedes irte ya?"
Yuuki Noemi (talking),はっ……はえええ~っ？ しばらく休憩じゃなかったんですかぁ!?,Haha…… is that ehhhhhhhh? I thought you were taking a break for a while!,Haha…… es que eeeeeeeeee? ¡Pensaba que te ibas a tomar un descanso por un tiempo!
Chinpira (talking),あー、そのはずだったんスけどねぇ…,"Oh, that's what I was supposed to do…","Oh, se suponía que era así…"
Yuuki Noemi (talking),あうあうあう…も~。,ah ah ah…mm,ah ah ah…mm
Chinpira (talking),……も~、って言ってる割には 楽しそうスねえ、野枝実ちゃん。,"You seem to be having a good time, Noemi, for someone who says…… too.","Parece que te diviertes mucho, Noemi, aunque tú también dices ……."
Yuuki Noemi (talking),はへっ？　か、顔に出てました？,Huh?　Did you see it on my face?,¿Eh?　¿Lo has visto en mi cara?
Chinpira (talking),……何、ホントに楽しいんスか？,"……What, are you really having fun?","…… ¿Qué, realmente te estás divirtiendo?"
Yuuki Noemi (talking),"へへ~、最近お仕事のコツが解ってきて。
あっ…とか、うあっ…とか、 切なそうなお客さんの声聞くのが 楽しみなんですよぉ。
それじゃあ、スタンバイ入りますね~。 お客さん、私の部屋に 通しておいて下さいねっ。","Hehe~ I've been getting the hang of it lately.
I'm looking forward to hearing the sad voices of my customers.
Well then, I'm going to stand by. Please let them pass through to my room.","Jeje~, últimamente le he cogido el tranquillo al trabajo.
Estoy deseando escuchar las voces tristes de los clientes, como “ah…” y “ah…”.
Bueno, entonces, voy a esperar. Por favor, déjelos pasar a mi habitación."
Chinpira (talking),はー……頼もしくなったもんだわ、 野枝実ちゃん。,"Ha…… you've become so reliable, Noemi girl.","Ha…… se ha vuelto tan confiable, chica Noemi."
cg narrator,"「はむ……っ。 　くちゅ、つ……む、んく……」
風呂の縁に客を腰掛けさせて脚の間に割り入って、 野枝実は屹立した男のものが喉に達するまで 深く口に呑みこんだ。
“わあ……もう元気になってるぅ~”
ほんの少し前、客の躰を洗っていたときに 野枝実はその事に気付いた。
“そんなに私のこと、欲しいんですか……？ 　お風呂終わるまで待たせちゃ、この子が可哀相。 　……少し、可愛がってあげますね”
──そうして、 野枝実は口での奉仕を始めたのである。
「う、うわ、っ……の、喉に吸われてるっ……」
腰を微かに震わせて、客が呻いた。 その声を聞いて野枝実がくすっと笑う。
「くちゅ……んむ、っ…… 　えへへ、気持ちいいですか？」
「あ、ああ…… 　こんなに深くされたの、初めてだよ…… 　すごく気持ちいい……」
「あ、嬉しい~。 　じゃ、もっと頑張っちゃおうかな……」
言って、野枝実はまた 客のものに舌を絡ませていく。
──深く、深く、男のものを呑み込む。
「う、うわあああっ…… 　す、凄い……先が、先の方が……っ」
まるで、秘裂に突き入れたときのようだった。
野枝実の口の奥で、上下左右隙間なく包まれた 先端は、優しく温かく男の先端をしごいていた。
しかも、秘裂と違って口には舌がある。 野枝実の舌はひっきりなしに動いて、 男のものの段差や裏の筋、幹を撫でては絡みつく。
これで、気持ちよくない筈がなかった。
「うあ……うああっ、うっ……！」
びく、びくっと屹立したものが痙攣する。 それは、射精に繋がる震えに違いなかった。
──だが、野枝実はそれを察して すぐに口から異物を吐き出した。
「……え、あ…………あれ？」
客は、恍惚とした顔をのろのろと野枝実に向ける。 すると、野枝実は微笑んで──
「もぉう、ダメですよ、まだイッちゃあ…… 　もっともっといいことしてあげるんだから……」
野枝実は、手近に置いてあった小さな瓶から その手いっぱいに潤滑用のローションを取った。
そして、指で、掌で、 屹立したものを包んで少し強めに握る。
「う、うわ……あ…………っ」
「ふふ……一生懸命ガマンしてて下さいね…… 　すっごく切なくしてあげますから……」
野枝実は敏感な先端から張り詰めた幹の部分まで、 手で小刻みに擦り立てていく。
そして、手で覆いきれない先端の先端── 悦楽の証である白濁の迸る鈴口を、 突き出した舌でぺろりと舐め上げる。
「う、うわあっ……！　す、凄っ…………」
「くすくす……嬉しい。 　すっごぉく感じてくれてる…… 　とろとろ、とろとろって……いっぱい出てくる」
言って、突き出した舌をすぼめて尖らせ、 野枝実は鈴口をくすぐりながら その奥まで舐めようとする。
「あ……うっ、あく…………！ 　ぼ、僕の中に、舌がっ…………」
実際には、ありえないことだった。 けれど、客は硬く張り詰めたものの中に 舌が入ってくる錯覚に陥る。
「くすくすくすっ…… 　気持ちいいですか？　これ……」
「あ、ああ……すごく……」
「くすくすくすっ…… 　女の子みたいな気分、します……？」
「……え、っ？」
「敏感なところに、大きなものが入ってくるの。 　女の子みたいでしょ……？」
言って、野枝実はまた同じ動きを繰り返す。
包み込む手を、舌を使って、 揉みほぐし、擦り立て、舐め上げ、 少しずつ、硬いものを溶かしていく──
もう、我慢できるものではなかった。
「うあ……あああっ、あああっ…………！」","「Hamu……~。 　kuchiyuh、tsu……mu、nku……」
She sat the customer on the edge of the bath and swam between her legs, and Noemi swallowed deep into her mouth until the man stood taller into her throat.
“Waa…… I'm feeling fine already~“
Just a moment ago, Noemi realized this while washing the guest's body.
“Do you want me so much……? I feel sorry for this girl if you keep her waiting until the bath is over. 　……I'll give you a little bit of love.“
──So Noemi began serving with her mouth.
「U、uwa、~…… I'm sucking it in my throat……」
The customer groaned, his hips trembling slightly. Noemi chuckles to hear this voice.
「Kuchiyuh……nmu、~…… 　ehehe、 does it feel good?」
「Ah, ah…… 　It's the first time I've been so deep…… 　It feels so good……」
「Ah, I'm happy. So, I think I'll try harder……」
Saying, Noemi again tangles her tongue around the customer's.
──Swallow deep, deep, man's.
「U、uwaaaa~…… 　Am, amazing…… The first one, the first one……」
It was like he thrusts into a slit.
The tip, wrapped around Noemi's mouth, was gently and warmly stroking the man's tip, wrapped around the gaps up, down, left and right.
Moreover, unlike a cleft, there is a tongue in its mouth. Noemi's tongue moved constantly, stroking and entwining the man's steps, muscles and trunk.
This couldn't have been a pain.
「Ua……uaa~、u~……！」
Something twitching and throbbing convulses. It must have been a trembling that led to ejaculation.
--However, Noemi sensed this and immediately spewed a foreign object from her mouth.
「……E、a…………aree？」
The customer leaned ecstatic face at Noemi. Then Noemi smiled──
「Oh, it's no good, I'll just come…… 　I'll do something even better……」
Noemi took his hands full of lubricating lotion from a small bottle that he had close to.
Then, with your fingers and palms, wrap around the raised object and squeeze it a little harder.
「U、uwa……a…………~」
「Hehe…… Please hold back as much as you can…… 　I'll make you feel so sad……」
Noemi wiggles it from the sensitive tip to the tense trunk with your hands.
Then, the tip of the tip that cannot be covered with your hands - the muddy bell opening, which is proof of pleasure, is licked up with her protruding tongue.
「U、uwaa~……！　Am, amazing…………」
「It's so slurping…… I'm happy. It feels so good…… 　It's melting, melting…… it's full of them coming out」
She said, pursing her protruding tongue and pouting, and Noemi tickles her Suzuguchi and tries to lick it all the way to the point.
「A……u~、aku…………！ 　I have a tongue inside me…………」
In reality, it was impossible. However, the customer falls into the illusion of his tongue in his stiff, tense stuff.
「Kusukusukusu~…… 　　Does it feel good? this……」
「A、aa……sugoku……」
「Kusukusukusu~…… 　Does it feel like a girl……?」
「……E、~？」
「Big things get in your sensitive spots. It's like a girl, isn't it……？」
Saying, Noemi repeats the same move again.
Using your tongue, you rub, rub, lick, and slowly melt the hard stuff──
I couldn't stand it anymore.
「Ua……aaa~、aaa~…………！」","「Hamu……~。 　kuchiyuh、tsu……mu、nku……」
Se sentó al cliente en el borde del baño y nadó entre sus piernas, y Noemi se tragó profundamente en su boca hasta que el hombre se quedó más alto en su garganta.
“Waa…… ya me siento bien~“
Hace un momento, Noemi se dio cuenta de esto mientras lavaba el cuerpo del invitado.
“¿Me quieres tanto……? Siento pena por esta chica si la mantienes esperando hasta que termine el baño 　……te daré un poco de amor“.
──Así que Noemi comenzó a servir con la boca.
「U、uwa、~…… lo estoy chupando en mi garganta……」
El cliente gimió, sus caderas temblaban ligeramente. Noemi se ríe para escuchar esta voz.
「Kuchiyuh……nmu、~…… 　ehehe、 ¿se siente bien?」
「Ah, ah…… 　es la primera vez que he sido tan profunda…… 　se siente tan bien……」
「Ah, estoy feliz. Entonces, creo que me esforzaré más……」
Diciendo, Noemi nuevamente enreda la lengua alrededor de la del cliente.
──Saque, lo profundo, profundo, el hombre.
「U、uwaaaa~…… 　in, increíble…… el primero, el primero……」
Era como si él empujara a una hendidura.
La punta, envuelta alrededor de la boca de Noemi, acariciaba suavemente y calurosamente la punta del hombre, envuelta alrededor de los espacios hacia arriba, hacia abajo, hacia la izquierda y la derecha.
Además, a diferencia de una hendidura, hay una lengua en su boca. La lengua de Noemi se movía constantemente, acariciando y entrelazando los escalones, los músculos y el tronco del hombre.
Esto no podría haber sido un dolor.
「Ua……uaa~、u~……！」
Algo que se contrae y palpitan convulsos. Debe haber sido un temblor que condujo a la eyaculación.
-Sin embargo, Noemi sintió esto e inmediatamente arrojó un objeto extraño de su boca.
「……E、a…………are？」
El cliente inclinó la cara extática en Noemi. Entonces Noemi sonrió──
「Oh, no es bueno, vendré…… 　Haré algo aún mejor……」
Noemi tomó sus manos llenas de loción lubricante de una pequeña botella con la que tenía cerca.
Luego, con los dedos y las palmas, envuelva el objeto elevado y apriételo un poco más duro.
「U、uwa……a…………~」
「Jeje…… por favor contenga tanto como puedas…… 　Te haré sentir tan triste……」
Noemi lo mueve de la punta sensible al tronco tenso con las manos.
Luego, la punta de la punta que no se puede cubrir con las manos: la abertura de la campana fangosa, que es una prueba de placer, se lame con su lengua sobresaliente.
「U、uwaa~……！　In, increíble…………」
「Es tan sordo…… estoy feliz. Se siente tan bien…… 　se está derritiendo, derretido…… está lleno de ellos saliendo」
Ella dijo, persiguiendo su lengua sobresaliente y su puchero, y Noemi le hace cosquillas a su Suzuguchi e intenta lamerlo hasta el punto.
「A……u~、aku…………！ 　engo una lengua dentro de mí…………」
En realidad, era imposible. Sin embargo, el cliente cae en la ilusión de su lengua en sus cosas rígidas y tensas.
「Kusukusukusu~…… 　　¿se siente bien? este……」
「A、aa……sugoku……」
「Kusukusukusu~…… 　¿se siente como una niña……?」
「……E、~？」
「Las grandes cosas entran en tus puntos sensibles. Es como una niña, ¿no……？」
Diciendo, Noemi repite el mismo movimiento nuevamente.
Usando tu lengua, te frotas, lame y derretes lentamente las cosas duras──
No podía soportarlo más.
「Ua……aaa~、aaa~…………！」"
__system__??,{CG_MODE = 1:,,
__system__??,},,
cg narrator,"　　［……びゅ、びゅくっ！　どくっ……］
勢い良く、白濁が迸った。 それは、ここまでの悦楽を与えてくれた 野枝実の口めがけて飛び込んでいく。
 「……あ、んっ、むく…………っ……」
野枝実は慌てて先端に唇をつけた。 びくびくと震えるものをやんわり鋏んで、 白濁を全て口中に受け止める。
そして、嫌な顔一つせず── むしろ微笑んで、飲み下す。
 「……こくっ。 　くすっ、いっぱい出た……」
 「あ、ありがとう、ここまでしてくれるなんて…… 　嬉しいよ、すっごく……感激した」
惚けた顔で客は言うが、野枝実は静かに首を振る。
 「まだ……早いですよぉ…… 　もっと、気持ちよくなってもらいたいから……」
野枝実は静かに立ち上がる。 そして、片足をついと上げて──
 「口でしてると、私も嬉しくて、感じて…… 　ここが、欲しいって言うんですよ。 　……ほら、解ります……？」
客の眼前に晒された、野枝実の秘裂。 ──過ぎるほどに、濡れそぼっていた。
 「ここでも、してあげたいから。 　……できます、よね？」
一度目の射精など、客はもう忘れ去っていた。
萎えてもいい筈のそれは、 再び、大きさと硬さを取り戻していた──。","[…… beep, beep!　Dokku……]
The Haku gushes out vigorously. It darts into the mouth of Noemi, who has given him so much pleasure.
 “……Ah, mmm, swell ………….”
Noemi hurriedly put her lips on the tip. She gently scissors the trembling thing and takes all of Haku muddle into her mouth.
And then, without making a single disgusted face - rather, she smiled and swallowed it down.
He swallows it down rather smilingly. 　I got a lot of …….”
 “Oh, thank you, I'm so…… happy you went this far, I'm so…… thrilled.”
The customer says with a fawning face, but Noemi shakes her head quietly.
I'm still…… early, I want to make you feel more…… comfortable.”
Noemi quietly stands up. Then, with one foot in the air…
 “When I'm doing it with my mouth, I'm also happy and I feel…… that this is the place I want it. 　You see ……, do you understand ……?”
Noemi's secret crack is exposed to the eyes of the customers.
I'd like to do it here, too. 　You can…… do it, right?”
The customer had already forgotten about the first ejaculation.
It was supposed to shrivel up, but it had regained its size and hardness.","[…… ¡bip, bip!　Dokku ……]
El Haku de barro brota con gran fuerza. Se sumerge hacia la boca de Noemi, que tanto placer me ha dado.
 '……Ah, mmm, swell ………….
Noemi se apresuró a poner sus labios en la punta. Le da una suave tijera a la cosa temblorosa y se lleva todo el barro Haku a la boca.
Luego, sin poner una sola cara de asco, más bien sonríe y se lo traga.
 '……. 　Caramba, eso es un montón de …….”
 'Oh, gracias, estoy tan…… feliz de que hayas llegado hasta aquí, estoy tan…… conmovido'.
El cliente dice con cara de adulación, pero Noemi sacude la cabeza en silencio.
 'Todavía es…… temprano para mí, quiero que te sientas más…… cómodo'.
Noemi se levanta en silencio. Luego levanta un pie y…
 'Cuando lo hago con la boca, también soy feliz y siento…… que es donde lo quiero.…… ver, ¿entiendes ……?”
La grieta secreta de Noemi queda expuesta a los ojos del público. Lo primero que se me ocurre es el hecho de que la mujer es un poco perra.
Yo también quiero hacerlo aquí. 　Puedes…… hacerlo, ¿verdad?”
El cliente ya se había olvidado de la primera eyaculación.
Se suponía que se arrugaba, pero había recuperado su tamaño y dureza de nuevo…"
Chinpira (talking),野枝実ちゃ~~~ん。 指名入ったよ、頼むね~~。,"Noemi-chan~! I got nominated, please~~.","Noemi-chan~. Me han nominado, por favor~~."
Yuuki Noemi (talking),あっ、はいはい~。 すぐ行きますね~~~~。,"Oh, yes, yes~. I'll be right there. ~~~~","Oh, sí, sí~. Voy a estar allí. ~~~~"
narrator,"応えた野枝実は、 充実した満面の笑顔だった。
野枝実、どうやらこれが天職だったようである。","Noemi responded with a full and satisfied smile.
Noemi, it seems that this was her calling.","Noemi respondió con una sonrisa plena y satisfecha.
Noemi, parece que esta era su vocación."
